Dates,TSM_HIGH,TSM_LOW,TSM_OPEN,TSM_LAST,TSM_IV1st_90%,TSM_IV1st_95%,TSM_IV1st_97.5%,TSM_IV1st_100%,TSM_IV1st_102.5%,TSM_IV1st_105%,TSM_IV1st_110%,TSM_IV2nd_90%,TSM_IV2nd_95%,TSM_IV2nd_97.5%,TSM_IV2nd_100%,TSM_IV2nd_102.5%,TSM_IV2nd_105%,TSM_IV2nd_110%,TSM_IV1m_90%,TSM_IV1m_95%,TSM_IV1m_97.5%,TSM_IV1m_100%,TSM_IV1m_102.5%,TSM_IV1m_105%,TSM_IV1m_110%,TSM_IV2m_90%,TSM_IV2m_95%,TSM_IV2m_97.5%,TSM_IV2m_100%,TSM_IV2m_102.5%,TSM_IV2m_105%,TSM_IV2m_110%,TSM_IV3m_90%,TSM_IV3m_95%,TSM_IV3m_97.5%,TSM_IV3m_100%,TSM_IV3m_102.5%,TSM_IV3m_105%,TSM_IV3m_110%
31/5/2019,38.97,38.2497,38.27,38.35,35.8082,32.4863,30.5625,28.9028,27.572,27.5327,27.1524,33.0182,30.1814,29.102,28.5592,28.1334,27.9526,27.1077,34.3717,31.2974,29.8047,28.7229,27.8681,27.7539,27.129,32.193000000000005,29.8034,28.8846,28.3144,27.7989,27.5192,26.7354,31.0217,29.2752,28.5827,27.9741,27.332,26.9114,26.2144
3/6/2019,39.09,38.66,38.96,38.82,37.5826,33.2065,31.1701,29.2202,28.3689,26.7921,28.3485,32.6108,30.4476,29.3369,29.453000000000007,28.9474,28.0903,27.669,34.3964,31.4208,29.978,29.3734,28.7504,27.6521,27.9038,32.097,30.0307,29.1082,29.175,28.5271,27.8458,27.3177,31.5573,29.5937,28.87,28.8849,28.0863,27.5909,26.9498
4/6/2019,39.1,38.42,38.64,39.06,34.9518,30.771,29.6538,26.883000000000006,26.4056,26.4567,25.3485,32.9433,30.435,29.2554,28.0156,28.1051,27.3382,27.163,33.5658,30.5374,29.3769,27.6767,27.6003,27.0736,26.6252,32.2629,30.0906,29.1799,27.672,27.5844,26.937,26.6346,31.6045,29.7604,29.1082,27.3423,27.0816,26.5513,26.124
5/6/2019,39.26,38.1,39.24,38.23,37.2067,31.8649,30.3414,28.9949,27.1611,26.4257,29.4099,32.9357,30.2861,29.4483,28.8384,28.6269,27.4586,27.3567,34.1269,30.7151,29.6891,28.8802,28.2434,27.187,27.919,31.8686,29.4656,28.8843,28.1538,27.9011,27.0695,26.8485,30.9078,28.731,28.3833,27.543000000000006,27.2524,26.7256,26.3972
6/6/2019,38.59,37.915,38.18,38.44,33.8621,31.1641,28.3703,26.55,25.4211,24.3599,28.9425,31.7868,29.5933,28.4637,27.7682,27.3196,27.0301,26.7568,32.2804,29.9653,28.442,27.4902,26.8908,26.4343,27.2798,30.7196,28.9537,28.104,27.3108,26.6399,26.2721,25.9121,29.8328,28.4284,27.8111,26.9369,26.0799,25.6456,25.2116
7/6/2019,39.0,38.56,38.74,38.82,35.09,30.0662,27.0197,25.9964,25.3685,23.4101,22.7267,31.1691,28.8333,27.941,26.9547,26.1343,26.7323,26.7558,31.9918,29.084,27.7592,26.7658,25.9829,26.1017,25.9999,30.1702,28.3466,27.6785,26.5787,25.8535,26.0805,25.8988,29.4042,27.9786,27.4814,26.2952,25.6423,25.5842,25.2415
10/6/2019,40.1266,39.45,39.49,39.62,30.7558,30.6874,28.8142,27.6882,26.8471,27.725,28.6521,30.4212,27.9647,27.0944,27.141,27.2481,27.1106,27.103,30.4609,28.2992,27.3027,27.2061,27.2011,27.1837,27.2901,29.5355,27.8144,27.0669,26.6632,26.3972,26.0709,25.9192,28.9936,27.7242,27.0505,26.3737,25.8756,25.4296,25.1855
11/6/2019,40.6,39.94,40.47,39.96,33.3403,30.0279,26.7734,25.2785,25.1962,24.3012,24.3012,30.4349,28.0382,27.675,26.0476,26.5581,26.7093,27.2478,30.7235,28.2337,27.5904,25.9754,26.4314,26.4894,26.9811,29.1993,27.6352,26.9804,26.054,25.7265,25.6358,25.7526,28.4881,27.4083,26.5858,26.0576,25.2517,25.0183,24.8812
12/6/2019,40.19,39.45,40.0,39.46,30.7255,29.3311,26.7155,26.0172,25.1069,25.8461,28.5142,30.8129,28.768,27.7002,27.1666,26.8452,26.8685,26.3628,30.8064,28.8106,27.6275,27.0821,26.7187,26.7931,26.5302,29.3245,27.7621,27.0714,26.4489,25.8921,25.8031,25.2328,28.5207,27.2249,26.7389,26.0682,25.3829,25.232,24.6253
13/6/2019,39.62,39.035,39.62,39.45,33.5865,32.03,28.6822,25.7419,23.7433,24.1475,24.1475,31.1151,27.8331,26.7521,26.383000000000006,25.9022,25.6139,27.434,31.2616,28.0898,26.8661,26.3468,25.7837,25.5324,27.2569,29.797,27.3967,26.7487,26.1793,25.5276,25.1452,25.4873,29.136,27.1824,26.7471,26.0799,25.3438,24.9146,24.4869
14/6/2019,38.7,37.83,38.63,37.84,31.3766,31.3766,28.7313,29.8447,28.4627,29.5826,36.4029,31.0616,29.0724,27.8623,27.9446,27.2978,28.071,28.4459,31.0748,29.1721,27.8991,28.0264,27.3473,28.1356,28.8213,29.4736,28.1332,27.3476,26.7513,26.188,26.375,26.3168,28.7243,27.6967,27.1109,26.1921,25.6688,25.5687,25.292
17/6/2019,38.05,37.66,37.92,37.66,28.526,28.526,28.526,27.3642,27.756,34.2671,38.3767,31.515,28.976,28.2831,28.5812,27.8136,27.3364,27.8782,31.4879,28.9718,28.2854,28.5698,27.8131,27.4107,27.9967,29.5741,27.9354,27.4672,27.1742,26.5138,26.0594,25.8223,28.8191,27.5384,27.1576,26.6321,26.0139,25.5683,25.0148
18/6/2019,39.415,38.22,38.27,39.21,31.6241,31.6241,30.4655,27.0863,27.4571,27.4571,27.4571,30.5882,27.927,26.7253,26.1963,26.9721,28.2047,27.1109,30.592,27.941,26.7396,26.1995,26.9738,28.2021,27.1121,28.5068,26.8777,26.1951,25.7193,25.6452,26.1016,25.1193,27.7455,26.5027,26.008000000000006,25.5512,25.1668,25.3283,24.3877
19/6/2019,39.96,39.3,39.94,39.4,27.216,27.216,27.216,26.6044,25.7422,25.7422,25.7422,30.9216,28.4302,27.2504,27.122,27.6003,27.5271,26.6988,30.9216,28.4302,27.2504,27.122,27.6003,27.5271,26.6988,28.6889,26.955,26.321,26.0286,25.8485,25.6974,24.9358,27.9223,26.4562,26.0108,25.662,25.251,25.0719,24.3333
20/6/2019,40.72,40.135,40.45,40.51,33.8826,33.8826,33.8826,28.8803,24.2628,24.2628,24.2628,31.0041,27.9868,26.4912,26.0815,26.1037,26.2874,27.3315,30.8491,27.8978,26.4306,26.0208,26.0274,26.1932,27.1688,28.4668,26.5502,25.522,25.1092,24.8761,24.7632,24.6475,27.6456,26.0958,25.2186,24.8047,24.489,24.2788,23.7676
21/6/2019,40.695,40.42,40.52,40.52,31.0794,28.2281,26.7484,27.1046,27.6535,27.3162,28.9888,31.0794,28.2281,26.7484,27.1046,27.6535,27.3162,28.9888,30.7352,28.031,26.6195,26.9102,27.3951,27.0491,28.5629,28.1659,26.5866,25.6837,25.4841,25.4814,25.0663,25.3265,27.2758,26.0983,25.3711,25.0015,24.8255,24.3849,24.1777
24/6/2019,40.07,39.435,39.56,39.98,35.55300000000001,30.9739,30.1569,28.6796,27.916,27.0832,25.3634,29.9669,28.5874,27.7102,26.1534,25.4861,24.4497,24.3734,33.8903,30.2414,29.407,27.9073,27.1729,26.2809,25.0553,29.6086,28.2431,27.3954,25.9939,25.2877,24.4439,24.2438,28.7929,27.4589,26.6793,25.6342,24.8392,24.4309,23.9518
25/6/2019,39.52,38.91,39.52,38.92,34.6688,32.6185,31.2001,30.7397,29.5166,28.7996,29.2616,30.9805,28.7621,28.4209,27.5607,26.9876,26.0382,25.8059,33.3465,31.2418,30.1977,29.5988,28.6033,27.806,28.0279,30.4543,28.4828,28.0365,27.2313,26.7395,25.8508,25.5271,29.4029,27.931,27.2728,26.5784,26.2498,25.482,24.9752
26/6/2019,39.38,38.98,39.38,39.08,33.9453,31.0663,30.0555,29.7283,28.4817,28.3785,28.5705,30.6199,28.191,27.9528,27.0637,26.1461,26.0542,25.9102,32.5735,29.8781,29.1804,28.6262,27.5133,27.4147,27.4714,30.0911,27.9357,27.6527,26.9608,26.0169,25.823,25.4798,29.16,27.4916,27.1292,26.783,25.7933,25.4209,24.7228
27/6/2019,39.76,39.29,39.58,39.59,36.4065,31.2778,29.9464,29.1815,28.3995,27.767,27.3132,30.6635,28.376,27.5099,26.6922,25.8606,25.4737,24.7306,33.7937,29.9311,28.8119,28.0237,27.2201,26.6995,26.1153,29.9582,27.9834,27.1968,26.4391,25.6575,25.2215,24.5767,28.8444,27.371,26.7102,26.0468,25.3433,24.8302,24.339
28/6/2019,39.73,39.12,39.73,39.17,34.9929,32.2365,31.0125,29.7667,29.0112,27.9448,28.5084,29.7839,27.7335,27.1157,26.5099,25.6413,25.0858,25.2099,32.3629,29.957,29.032,28.104,27.294,26.4824,26.8273,29.4503,27.7213,27.1439,26.538,25.6044,25.1909,24.6391,28.9851,27.7045,27.1827,26.5766,25.5535,25.3347,23.8314
1/7/2019,41.9,41.15,41.54,41.38,32.8703,31.8514,30.1287,28.9366,27.331,26.4255,27.6502,29.8413,27.6709,26.5882,25.9061,24.9406,24.5366,23.6773,30.8154,29.0359,27.738000000000003,26.8854,25.708,25.1394,24.9809,28.8125,27.0798,26.3713,25.8056,24.8562,24.4008,23.4533,27.8135,26.5136,26.1662,25.711,24.7769,24.2729,23.2414
2/7/2019,41.31,40.74,41.19,40.8,35.2615,30.5191,28.9895,27.5596,26.3047,26.5207,28.8801,28.2907,27.0932,26.1747,25.1063,24.8605,24.738000000000003,24.2558,30.3617,28.0742,26.9757,25.8022,25.2647,25.2393,25.607,27.9931,26.7519,26.0184,25.0465,24.5827,24.3425,23.6271,27.7337,26.4538,25.8827,24.9947,24.3404,23.9959,23.0707
3/7/2019,40.37,40.01,40.35,40.33,35.8272,30.8909,29.5504,28.9952,28.4934,27.2237,27.5843,30.5434,27.6829,26.764,25.9887,25.1601,24.3444,23.4861,31.8894,28.4846,27.4575,26.7399,25.9979,25.0645,24.5306,29.1669,27.1653,26.4733,25.7399,24.9339,24.3196,23.4306,28.0213,26.7456,26.2393,25.5399,24.752,24.2998,23.3863
5/7/2019,40.1,39.635,39.865,39.93,37.5046,32.4738,30.3111,30.1054,29.3055,28.1018,27.7899,30.228,27.486,26.4329,26.0177,25.6486,25.1197,25.3135,31.6413,28.4349,27.1614,26.7885,26.3345,25.6741,25.7702,28.9433,27.0714,26.2231,25.7638,25.2739,24.7227,24.4947,28.0297,26.7837,26.0785,25.5884,25.0141,24.4472,23.9179
8/7/2019,39.69,39.245,39.57,39.32,41.0692,34.0054,32.6987,31.1557,30.9623,30.8313,31.1386,31.2511,27.9083,27.3571,26.4708,26.0951,25.6068,25.6176,32.3823,28.5857,27.9452,26.9829,26.6291,26.184,26.2303,29.4275,27.4544,26.8559,26.1498,25.645,25.1945,24.761,28.3689,27.2002,26.5747,25.9707,25.3927,24.9637,24.2744
9/7/2019,40.01,39.42,39.65,39.67,43.8269,34.1883,34.5948,33.5243,31.7107,31.8631,32.7145,30.5113,27.6785,26.729,26.2284,25.4451,24.5814,24.7658,31.7926,28.2591,27.447,26.8903,26.0064,25.2466,25.4989,28.5451,26.9975,26.5349,25.9823,25.1962,24.3653,23.8951,27.4749,26.6391,26.4341,25.8543,25.0668,24.2529,23.4328
10/7/2019,41.14,40.545,40.83,40.71,44.0401,39.0025,35.6399,34.1439,33.3418,33.3423,33.6436,30.129,28.4215,27.1652,26.7454,26.0955,25.3767,25.5337,31.1761,29.1919,27.768,27.2643,26.6039,25.9437,26.1118,29.159,27.5681,26.8373,25.3951,24.6141,24.2192,24.0304,28.6792,27.1466,26.6776,24.7171,23.8663,23.6403,23.2703
11/7/2019,41.185,40.83,41.14,40.9,44.7653,37.2177,35.8789,34.0743,34.03,33.6931,33.6684,29.759,26.9253,25.4673,25.0675,24.4982,23.997,24.3103,30.6127,27.4845,26.0388,25.5524,25.0174,24.5282,24.8193,28.5633,26.7559,25.9655,24.2946,23.8792,23.2909,23.6919,28.0067,26.679,26.1874,23.9375,23.5944,22.9649,23.4073
12/7/2019,41.27,40.82,41.11,41.23,49.7454,39.0074,35.5056,33.6169,31.8506,31.7499,31.7499,30.4279,26.7135,25.862,24.712,24.3056,24.0798,23.0164,31.2381,27.1969,26.2285,25.0487,24.5852,24.365,23.3492,28.8361,26.3681,26.0059,25.0016,23.319000000000006,23.2125,22.9499,28.1362,26.2207,26.0665,25.123,22.8892,22.836,22.9218
15/7/2019,41.93,41.66,41.75,41.82,65.6409,46.7134,44.56100000000001,44.0117,42.7047,40.132,39.8157,29.8365,27.1577,26.5223,25.6939,25.1989,24.9582,24.5313,30.0993,27.28,26.6335,25.8081,25.3074,25.0492,24.6236,27.6484,26.7091,26.3039,24.7257,23.976,23.5683,23.1115,26.8455,26.5512,26.2275,24.3799,23.5357,23.0652,22.5967
16/7/2019,41.95,41.57,41.8,41.77,69.8829,52.3061,49.5843,47.6448,46.94600000000001,45.971,45.8586,30.3321,26.7439,25.8747,25.42,24.5339,24.6126,24.8626,30.3321,26.7439,25.8747,25.42,24.5339,24.6126,24.8626,28.0009,25.8448,25.337,25.1268,24.3274,24.2479,23.9423,27.1976,25.5448,25.1592,25.0305,24.2597,24.1278,23.6345
17/7/2019,41.91,41.52,41.68,41.63,83.5632,63.8324,60.6023,59.1569,56.1964,61.4359,63.3134,30.9272,27.7411,27.4728,27.1231,26.5315,26.4814,25.9137,30.8125,27.7135,27.4195,27.07,26.4902,26.4243,25.7565,29.038,27.2954,26.6071,26.2596,25.8636,25.5527,23.2701,28.4354,27.1577,26.3368,25.9899,25.656,25.2619,22.3998
18/7/2019,43.23,42.31,42.52,43.19,40.3256,40.3256,38.9375,25.0293,25.0293,25.0293,25.0293,26.8515,23.2292,21.9945,20.917,20.5486,20.389,20.0,26.7929,23.3546,22.1896,21.1657,20.7662,20.5884,20.1473,26.3646,24.2444,23.5565,22.8879,22.2802,21.98,21.1848,26.2235,24.5276,23.9853,23.4221,22.7522,22.4152,21.5122
19/7/2019,44.02,43.07,43.08,43.83,26.0805,21.7748,20.1806,20.1562,19.5371,20.0264,21.1009,26.0805,21.7748,20.1806,20.1562,19.5371,20.0264,21.1009,25.9595,22.0911,20.6432,20.603,20.0022,20.351,21.2048,25.3872,23.5107,22.6775,22.5715,22.0434,21.8016,21.6832,25.2318,23.9755,23.3215,23.205,22.7073,22.2924,21.8756
22/7/2019,44.88,44.13,44.2,44.6,27.9271,24.6975,23.1051,22.3722,21.1972,21.232,20.071,25.6014,23.0597,22.2272,21.6062,20.7595,20.2956,18.8226,27.1775,24.1664,22.8176,22.121,21.053,20.926,19.6656,25.6989,23.2954,22.4922,21.9422,21.1049,20.691,19.272,26.5751,25.4426,24.9193,24.7608,24.0286,23.9722,23.0463
23/7/2019,44.58,44.235,44.54,44.42,26.6485,24.5459,23.2354,22.6321,21.9242,21.1089,20.0824,25.5689,22.5603,21.8753,21.1447,21.0442,20.3117,19.5695,26.2428,23.8096,22.7273,22.0777,21.5935,20.809,19.8887,25.7584,22.9417,22.2588,21.5397,21.357,20.6867,19.9482,26.8628,25.0996,24.4607,23.8317,23.2576,22.9224,22.2036
24/7/2019,44.63,44.24,44.5,44.54,28.848000000000006,24.5752,23.3896,22.2715,21.4327,21.1005,20.1747,24.6105,22.8682,21.9103,21.0848,20.7848,20.6694,19.4638,27.117,23.8602,22.7687,21.7719,21.1581,20.9172,19.8738,24.9416,23.3537,22.4163,21.6299,21.2745,21.0719,20.1367,26.4285,25.3227,24.5272,23.8915,23.3719,22.9202,22.8408
25/7/2019,44.24,43.62,44.21,43.62,25.5755,25.4285,23.9351,23.1278,22.3509,22.7513,24.6459,24.904,22.9974,22.2211,21.9272,21.4047,21.3604,20.8714,25.2602,24.3094,23.1405,22.5681,21.9086,22.1046,22.9388,25.274,23.4943,22.7619,22.4438,21.9871,21.9071,21.3686,26.5313,25.173,24.58,24.2965,23.9991,23.7567,23.1151
26/7/2019,43.89,43.38,43.73,43.46,24.9739,23.9457,23.0654,21.778,21.118,21.6512,25.6366,25.2499,22.8894,22.0026,21.3689,21.0158,20.9329,20.6168,25.1167,23.4065,22.5231,21.5678,21.0653,21.2835,23.1819,25.5914,23.5781,22.8341,22.1686,21.7507,21.6017,21.318,26.6008,25.4245,24.9606,24.2944,23.7945,23.4706,23.1768
29/7/2019,43.95,43.4,43.52,43.94,29.7209,26.1829,23.9418,22.198,21.943,20.5436,25.8249,25.4351,23.0394,21.9001,21.3926,21.1297,20.748,19.4344,27.0781,24.234,22.6666,21.6901,21.4301,20.6736,21.9831,26.1282,23.9227,23.0697,22.575,22.3005,21.7848,20.6589,27.1163,25.335,24.8937,24.6318,24.2365,23.569000000000006,22.7004
30/7/2019,43.4,42.765,43.4,43.11,30.347,26.562,25.3823,23.8347,23.7215,22.2503,26.3782,25.2673,23.4899,22.876,21.5572,22.0176,21.567,20.7819,27.0442,24.5432,23.7299,22.3322,22.5924,21.7942,22.7756,26.2095,24.5128,23.7167,22.874,23.1376,22.7417,22.2581,27.2661,25.7642,24.8881,24.7757,24.7018,24.3701,24.0603
31/7/2019,43.17,42.05,43.03,42.63,30.769,26.6482,25.4899,23.8863,21.957,22.5688,24.2805,26.767,24.0331,23.2758,22.335,21.49,20.8625,20.1483,28.0068,24.833,23.9501,22.8035,21.6288,21.3799,21.4499,27.3048,25.1529,24.4631,23.4114,22.7644,22.3597,21.6983,27.9553,26.5775,25.9527,24.9402,24.5272,24.3231,23.7416
1/8/2019,43.39,41.6,42.75,41.87,30.2395,30.2416,28.3131,26.5803,25.9899,25.1517,29.9989,28.8032,26.5842,25.5451,24.6324,24.1579,23.3012,22.513,29.1874,27.5919,26.3004,25.1586,24.6523,23.8013,24.7,28.9087,27.2474,26.3976,25.1549,24.364,24.2338,23.6042,29.0227,27.8783,27.2566,25.9312,25.019,25.3499,24.7675
2/8/2019,41.775,41.005,41.15,41.65,33.1916,31.0064,29.34,27.5555,26.3557,26.7885,27.0863,31.3277,28.032,27.0448,26.1689,25.6037,25.5862,26.7407,31.7704,28.7503,27.5949,26.4974,25.7803,25.8704,26.8214,30.8886,28.361,27.5538,26.9318,26.4177,26.0855,26.1554,30.0683,28.3375,27.7866,27.4799,27.0229,26.4897,25.7684
5/8/2019,40.515,39.78,40.41,39.87,44.5743,42.2676,38.0549,36.0528,33.8324,33.2573,35.7364,35.2018,32.4814,31.5499,29.2528,29.4721,28.6017,28.2837,36.7815,34.1509,32.6228,30.3852,30.1759,29.3573,29.5386,34.3763,32.2496,31.2335,29.5928,29.2121,28.5733,27.9702,33.2302,31.5136,30.5865,29.6052,29.0648,28.4333,27.6037
6/8/2019,41.51,40.89,41.18,41.26,42.0613,35.1401,33.5247,31.2875,30.1503,29.4004,34.2766,33.0834,30.5113,29.2015,28.0476,27.3401,26.6299,25.9358,34.3738,31.1473,29.7946,28.4863,27.7187,27.0033,27.1563,32.5971,30.0467,29.1888,28.3926,27.7095,27.0985,26.2808,31.6456,29.6026,29.0068,28.4381,27.8617,27.3668,26.5466
7/8/2019,41.45,40.8,41.05,41.26,44.8689,35.5624,35.0209,31.6499,29.5481,29.3467,30.5999,34.2203,30.8525,29.5267,28.3694,27.8369,27.4325,26.7051,35.5224,31.3944,30.1673,28.7411,28.0265,27.6453,27.152,33.1746,30.1873,29.9294,29.0576,28.2627,27.6443,26.8128,32.0865,29.865,29.7892,29.1212,28.2371,27.6254,26.842
8/8/2019,42.18,41.75,41.85,41.9,36.3756,34.3857,31.6179,28.8612,27.6957,29.5864,33.6836,32.4243,28.926,27.9452,27.2634,26.3972,25.8808,25.2506,32.7932,29.4499,28.2894,27.4085,26.5146,26.2298,26.1068,31.9424,29.4314,28.7674,28.1306,27.1203,26.8936,26.1405,31.0825,29.2867,28.8124,28.2365,27.5059,27.1649,26.3419
9/8/2019,41.71,41.0,41.59,41.41,42.7016,33.4259,30.1387,28.181,27.5231,28.1499,28.6518,33.0909,29.5521,28.5336,27.3685,25.8906,24.9667,25.9079,33.863,29.8436,28.6505,27.4269,26.0098,25.2059,26.1121,31.9112,29.7358,29.0102,27.8947,27.0364,25.9315,26.5231,31.1245,29.6308,29.1584,28.1894,27.5452,26.8159,26.9529
12/8/2019,41.27,40.85,41.05,40.96,39.3726,39.3726,36.4982,34.8354,33.2359,35.9235,35.9303,32.8064,30.7994,29.9067,28.6033,27.7561,27.3355,26.6881,33.0188,31.0861,30.1218,28.8064,27.9331,27.627,27.006,33.0646,30.9552,30.232,29.2291,28.5707,28.1935,27.4222,32.2568,30.4121,29.8511,29.365,29.0637,28.7951,27.5622
13/8/2019,41.99,40.55,40.63,41.84,54.1629,45.5492,35.2306,30.6694,28.9066,28.6472,28.6472,31.662,28.5245,27.312,26.8062,26.1321,25.612,24.8223,32.2469,28.9492,27.4869,26.8862,26.1885,25.6741,24.9019,31.3845,29.1857,28.3126,27.9546,27.5179,26.0391,25.4131,30.9154,29.3396,28.6941,28.2789,27.9175,26.7872,26.589
14/8/2019,41.09,40.25,40.85,40.43,46.2294,46.2294,43.4441,39.3714,41.721,45.1609,45.1609,36.1472,33.2528,32.0192,31.0972,29.8838,29.0889,27.7663,36.2741,33.4239,32.1677,31.2007,30.0402,29.3149,28.0178,32.7815,32.1203,31.1788,30.5431,29.888,29.0252,27.7892,32.3673,31.2069,30.712,30.5681,30.525,29.774,28.4302
15/8/2019,40.99,40.34,40.38,40.86,99.7474,75.1115,45.1607,36.063,35.4029,35.4029,35.4029,35.8741,32.6913,31.5987,30.6055,29.5869,28.4839,28.2076,36.4262,33.012,31.6745,30.6329,29.6163,28.5196,28.245,33.4113,31.4337,30.6334,30.5438,29.8864,29.0454,28.0672,32.1975,30.6701,29.9479,29.9886,29.3718,28.835,27.8958
16/8/2019,41.73,41.15,41.18,41.54,33.3742,29.8221,28.4832,27.6282,26.8838,26.0865,24.9305,33.3742,29.8221,28.4832,27.6282,26.8838,26.0865,24.9305,33.3742,29.8221,28.4832,27.6282,26.8838,26.0865,24.9305,32.2263,29.4283,28.1496,27.8685,27.6648,26.2223,26.1414,31.337,29.3928,28.5132,28.2263,27.8966,26.9603,26.5378
19/8/2019,42.21,41.65,42.16,41.78,31.6356,28.3015,27.4536,26.5298,25.0589,24.3624,24.0086,31.1328,29.3573,28.8234,28.3097,27.0541,26.1096,25.7422,31.6356,28.3015,27.4536,26.5298,25.0589,24.3624,24.0086,31.0947,29.3298,28.7876,28.2575,27.0415,26.1192,25.7367,30.3135,28.7675,28.0532,27.1796,26.784,26.312,25.6258
20/8/2019,42.22,41.715,42.0,41.94,30.7474,27.8998,26.5803,26.0995,25.7615,24.7739,24.2299,30.4258,28.3131,27.4474,26.8793,26.2256,26.0482,24.3104,30.7474,27.8998,26.5803,26.0995,25.7615,24.7739,24.2299,30.3973,28.2809,27.4751,26.9034,26.2031,26.0715,24.3938,30.1129,27.9579,27.7493,27.1426,25.9786,26.302,25.2081
21/8/2019,42.635,42.29,42.41,42.58,29.7913,27.3525,26.1743,24.9445,23.6682,23.1273,22.194000000000006,29.9199,28.0108,26.6854,26.1391,25.9305,25.0587,23.6551,29.7999,27.397,26.2088,25.0261,23.8261,23.2614,22.2946,29.8643,28.009,26.7619,26.2186,25.9867,25.1534,23.8097,29.4991,27.9974,27.2548,26.7303,26.3498,25.762,24.7936
22/8/2019,42.485,41.725,42.39,42.13,32.2305,28.4182,26.46,25.4007,24.4352,23.5014,24.4038,30.3075,28.6969,27.956,26.555,25.8612,25.0361,25.09,31.9845,28.455,26.6613,25.5553,24.6272,23.7086,24.495,30.2317,28.6635,27.9413,26.6342,25.9672,25.1625,25.1582,29.8651,28.5024,27.8706,27.0115,26.4706,25.7608,25.4834
23/8/2019,42.15,40.86,41.94,40.95,34.2833,30.8514,29.5439,27.7494,27.5031,25.5189,26.593000000000004,33.1731,30.5386,29.1332,28.3938,27.4828,26.7427,25.9937,34.0712,30.7911,29.4648,27.8753,27.4992,25.7603,26.4781,32.9382,30.4094,29.0876,28.3898,27.5389,26.7326,26.112,32.0364,29.9167,28.9148,28.3746,27.7494,26.6946,26.5537
26/8/2019,41.55,41.13,41.37,41.34,35.5777,31.7554,30.2078,28.8028,27.7508,26.1429,26.3638,32.9983,30.7374,29.2995,27.5459,28.0808,27.1948,25.7487,34.655,31.3863,29.8782,28.3488,27.8721,26.5331,26.1401,32.5668,30.5185,29.3085,27.9029,28.0939,27.3818,25.9937,31.5821,30.0241,29.3286,28.6837,28.1232,27.7947,26.5326
27/8/2019,41.675,41.265,41.55,41.35,34.2207,30.5256,29.5789,28.1846,26.5711,25.3351,25.6274,32.0778,30.4153,29.5964,28.7285,28.0209,27.2614,26.2251,33.3388,30.4794,29.5863,28.414,27.1885,26.1602,25.8797,31.7849,30.1875,29.411,28.6372,27.9872,27.2858,26.2716,31.2067,29.7391,29.0465,28.4587,27.9213,27.3332,26.3619
28/8/2019,41.77,41.05,41.32,41.65,33.624,29.8553,28.3232,27.247,26.09,24.8932,25.5286,32.4568,29.8453,28.692,27.7445,27.1222,26.7221,25.8692,33.0805,29.8506,28.4972,27.4819,26.5802,25.7691,25.6893,31.8965,29.6881,28.7137,27.911,27.3075,26.8924,25.9754,30.91,29.4161,28.7509,28.1948,27.6229,27.1825,26.1568
29/8/2019,42.565,42.23,42.34,42.28,31.7829,28.11,26.6164,25.6965,24.5704,23.2562,24.7471,30.557,28.7999,27.521,27.0565,26.9445,26.1801,25.1896,31.1534,28.4697,27.0891,26.4103,25.8285,24.8151,24.9775,30.341,28.7441,27.6197,27.1865,26.9733,26.3218,25.5042,30.0071,28.6584,27.7702,27.3845,27.0173,26.5374,25.9788
30/8/2019,42.89,42.36,42.71,42.63,32.0184,27.4308,25.515,24.1714,22.9839,21.1476,21.8928,30.7013,27.9025,27.0803,26.4702,25.4563,24.6469,24.026,31.2817,27.6981,26.4101,25.4946,24.4104,23.188,23.1213,30.2471,28.0552,27.2215,26.7214,25.8427,25.1067,24.2131,29.6108,28.264,27.4145,27.0632,26.365,25.726,24.4683
3/9/2019,42.16,41.575,42.15,41.72,35.3629,30.1282,29.0719,27.5685,26.442,25.3183,24.2604,32.4057,29.8715,28.3815,27.889,27.8342,26.7132,25.9163,33.3312,29.9497,28.5928,27.7921,27.419,26.2976,25.425,31.6072,29.6951,28.5708,27.9298,27.6363,26.7832,25.9361,30.8484,29.5306,28.7453,27.9675,27.4515,26.848000000000006,25.9545
4/9/2019,43.15,42.39,42.61,43.15,34.5792,29.7147,27.9291,26.4423,23.8253,22.7908,23.645,31.7266,29.0622,27.9932,27.1581,26.3249,25.4014,24.88,32.5118,29.2376,27.9761,26.9691,25.6821,24.7322,24.5567,30.8158,28.7201,27.8386,27.0022,26.3122,25.5337,25.0499,30.0168,28.4248,27.7059,26.8684,26.3013,25.6461,25.194000000000006
5/9/2019,44.51,43.76,43.76,44.24,30.8899,27.7631,26.1313,25.0701,23.0963,22.9896,23.2225,30.3936,27.8262,27.3967,26.2695,25.4855,25.0295,24.3061,30.5096,27.8116,27.1082,25.996,24.9513,24.5711,24.0589,29.8791,27.6968,27.2231,26.3984,25.9705,25.7273,24.7242,29.4676,27.5944,27.0855,26.4995,26.3462,26.2637,25.0485
6/9/2019,44.035,43.69,44.0,43.71,33.1892,27.6427,24.8059,23.6843,22.4348,21.588,21.5102,30.819000000000006,27.9477,27.0193,26.1817,26.1821,25.2638,25.2352,31.3074,27.8869,26.5914,25.7016,25.4768,24.5727,24.5355,30.1147,27.942,27.1205,26.6874,26.7959,25.8742,25.7622,29.5909,27.9379,27.1941,27.05,27.2345,26.31,26.1396
