Dates,TSM_HIGH,TSM_LOW,TSM_OPEN,TSM_LAST,TSM_IV1st_90%,TSM_IV1st_95%,TSM_IV1st_97.5%,TSM_IV1st_100%,TSM_IV1st_102.5%,TSM_IV1st_105%,TSM_IV1st_110%,TSM_IV2nd_90%,TSM_IV2nd_95%,TSM_IV2nd_97.5%,TSM_IV2nd_100%,TSM_IV2nd_102.5%,TSM_IV2nd_105%,TSM_IV2nd_110%,TSM_IV1m_90%,TSM_IV1m_95%,TSM_IV1m_97.5%,TSM_IV1m_100%,TSM_IV1m_102.5%,TSM_IV1m_105%,TSM_IV1m_110%,TSM_IV2m_90%,TSM_IV2m_95%,TSM_IV2m_97.5%,TSM_IV2m_100%,TSM_IV2m_102.5%,TSM_IV2m_105%,TSM_IV2m_110%,TSM_IV3m_90%,TSM_IV3m_95%,TSM_IV3m_97.5%,TSM_IV3m_100%,TSM_IV3m_102.5%,TSM_IV3m_105%,TSM_IV3m_110%
16/12/2019,58.7,58.29,58.29,58.54,38.3178,36.9054,33.8808,30.8562,27.9975,27.9975,27.9975,27.7322,25.93,25.3941,24.8582,24.3755,24.81,25.6791,27.7902,25.9912,25.4397,24.8891,24.3934,24.8257,25.6903,26.9691,25.6097,25.0875,24.5652,24.0789,24.2133,24.488000000000003,26.7048,25.5,24.9824,24.4648,23.9773,24.0071,24.0696
17/12/2019,59.71,58.78,59.71,59.23,46.347,40.5966,33.9329,27.2691,23.8495,23.8495,23.8495,29.4753,26.9447,26.217,25.4894,25.4457,26.1231,27.4029,29.4753,26.9447,26.217,25.4894,25.4457,26.1231,27.4029,27.2581,25.7799,25.2849,24.7908,24.6318,24.8288,25.2409,26.5127,25.3975,24.9805,24.5639,24.3667,24.402,24.5118
18/12/2019,59.64,58.715,59.6,59.1,24.0216,24.0216,24.0216,24.0216,24.0216,24.0216,24.0216,28.1556,25.0077,24.7286,24.4495,24.5879,25.2954,26.6808,28.0846,25.0121,24.7324,24.4526,24.5746,25.245,26.5614,26.997,25.0777,24.7885,24.4993,24.3737,24.4761,24.701,26.641,25.0986,24.8064,24.5142,24.3094,24.2259,24.0779
19/12/2019,58.5,57.88,58.5,57.96,57.6538,57.6538,57.6538,57.6538,57.6538,57.6538,57.6538,29.2001,26.0327,25.9824,25.9321,25.8818,26.2895,27.6734,28.3516,25.2482,25.3851,26.4514,25.3596,25.1128,26.8522,26.6051,25.1559,25.1357,24.9926,25.4148,24.6944,24.8591,26.479,25.1596,25.0826,24.9636,25.0388,24.7142,24.6066
20/12/2019,58.3,57.32,57.78,57.93,19.7635,19.7635,18.8514,16.3517,16.8563,20.4069,20.4069,28.895,24.6499,24.786,24.9221,25.0582,25.7622,27.8963,27.962,25.0911,24.9712,24.7112,24.7151,25.0753,26.927,26.9298,25.3312,24.8683,24.5403,24.1951,24.3725,24.5658,26.5366,25.2688,24.9065,24.5894,24.2666,24.2812,24.4642
23/12/2019,58.34,57.95,58.03,58.22,31.6704,25.3075,24.8646,24.1903,24.5602,24.1114,29.0359,26.6448,24.8539,24.482,24.1101,23.7382,23.6849,23.765,29.1801,25.7044,24.7036,24.3003,24.2779,24.0584,26.6583,26.6387,24.8853,24.517,24.1486,23.7803,23.7215,23.7852,26.5795,25.1832,24.8488,24.5143,24.18,24.0689,23.9779
24/12/2019,58.09,57.545,57.99,57.76,30.32,27.7563,26.2664,25.7506,25.9197,26.3496,28.2021,27.4625,25.5451,25.2726,25.0668,24.861,24.6805,24.3815,28.7236,26.3693,25.7664,24.8995,25.0214,25.2213,26.1488,27.3711,25.491,25.2316,25.0384,24.8453,24.6781,24.4071,26.7916,25.1488,24.9729,24.8598,24.7469,24.663,24.5668
26/12/2019,58.35,57.76,57.8,58.25,32.2628,28.3237,27.0737,27.3431,26.3659,27.8455,27.1732,27.2104,25.1968,24.7082,24.2197,23.7311,23.798,24.2247,29.8552,27.5699,26.5476,25.7743,25.0184,24.9884,25.4585,27.1447,25.282,24.813,24.3441,23.8754,23.9083,24.2403,26.9046,25.589,25.19,24.791,24.3922,24.305,24.2969
27/12/2019,58.71,58.325,58.53,58.46,34.7156,28.8389,27.0921,26.4099,26.2343,26.4209,28.5354,27.4611,25.8009,25.2563,24.7117,24.167,24.2076,24.337,30.6308,27.1655,26.5015,25.3974,24.9938,25.1453,25.7915,27.3443,25.7875,25.2774,24.7675,24.2579,24.2723,24.3448,26.994,25.7476,25.3402,24.933000000000003,24.5261,24.4638,24.3682
30/12/2019,58.69,57.62,58.66,57.85,31.8679,27.6183,25.8365,26.0051,25.3657,25.8304,29.6987,27.4461,25.3044,24.8077,24.3513,23.8949,23.7581,24.1941,29.1927,26.8705,25.7249,25.2537,24.8553,24.6426,25.5679,27.2311,25.3792,24.9299,24.5141,24.0985,23.9252,24.1204,26.7555,25.5417,25.1947,24.8659,24.5373,24.2862,23.9589
31/12/2019,58.13,57.46,57.68,58.1,34.4119,28.9055,27.52,26.8405,27.281,27.8071,28.7725,27.3069,25.0228,24.4989,23.975,23.4511,23.3998,23.7691,28.8157,26.7892,25.9804,25.186,25.0469,24.6603,25.0401,27.1409,25.1484,24.6776,24.2071,23.737,23.6629,23.911,26.7696,25.4243,25.0687,24.7133,24.3582,24.2354,24.2223
2/1/2020,60.12,59.6,59.6,60.04,33.8094,28.9693,27.9969,27.4965,27.3394,27.3827,27.5036,26.5448,25.5594,24.8287,24.1064,23.8736,23.6407,23.6352,28.4875,26.5724,25.5635,24.9601,24.379,24.3575,24.294,26.3713,25.4405,24.8614,24.2896,24.0248,23.7601,23.6283,26.0733,25.2366,24.917,24.5984,24.2802,23.962,23.6166
3/1/2020,58.98,58.04,58.97,58.06,34.5121,29.4968,28.8441,28.629,27.8526,28.4334,30.8614,27.4042,25.3908,25.1749,24.959,24.7431,24.6723,24.6778,28.5276,27.1899,26.1967,25.4769,25.7306,25.4734,26.1198,27.3533,25.5753,25.3769,25.1785,24.9801,24.9003,24.8614,27.2758,25.8528,25.6803,25.5079,25.3354,25.2425,25.1375
6/1/2020,57.69,57.13,57.6,57.39,34.2514,33.3897,31.6286,31.6009,31.2137,31.3897,34.4221,28.677,26.4582,25.8842,25.5671,25.25,25.0527,25.6678,30.0498,28.4697,27.3797,26.949,26.7236,26.6005,26.9207,28.0331,26.3026,25.7922,25.4503,25.1084,24.8634,25.192,27.2943,26.1275,25.6888,25.3189,24.949,24.6499,24.6485
7/1/2020,58.6,56.74,57.45,58.32,40.7205,33.4407,32.4957,32.0249,31.3748,33.6475,36.0661,28.8069,26.4797,26.1256,25.7715,25.4174,25.5362,25.8781,29.8199,28.3695,27.191,26.91,26.6833,26.5674,26.8887,27.9225,26.2156,25.9108,25.6061,25.3016,25.2941,25.3475,26.9887,25.9429,25.6895,25.436,25.1827,25.0442,24.7936
8/1/2020,58.98,58.11,58.19,58.75,43.6636,35.882,32.8419,32.4934,32.6964,33.546,36.5406,28.1149,26.318,25.8852,25.4525,25.0888,25.12,25.1823,30.2503,27.6245,26.9083,26.4464,26.2193,26.2441,26.6696,27.495,26.005,25.6052,25.2053,24.8581,24.812,24.7205,26.9012,25.7084,25.34,24.9715,24.6401,24.5199,24.2798
9/1/2020,59.705,58.695,59.69,59.23,37.8651,35.184,34.2378,33.4607,34.3172,34.0321,37.8068,29.1425,27.169,26.4303,25.6915,25.3461,25.3931,25.4975,30.2853,27.9782,27.0542,26.2804,26.1155,26.1066,26.5269,27.5094,26.2067,25.7576,25.1332,24.516,24.3486,24.3799,26.81,25.7385,25.464,25.166,24.8822,24.6713,24.3422
10/1/2020,59.7,58.77,59.7,58.86,38.0879,36.81,36.3494,35.4375,35.7407,36.009,41.4674,28.1415,26.4366,25.9105,25.3844,25.0128,25.1326,25.3724,30.2468,27.9971,27.1248,26.2124,26.1456,26.1167,26.5318,27.3751,25.9817,25.4342,25.2078,24.6701,24.6061,24.5268,26.762,25.8109,25.5061,25.2403,24.9862,24.9462,24.872
13/1/2020,60.16,59.45,60.15,60.06,52.7882,46.31800000000001,45.3439,44.1876,44.712,45.278,46.9436,28.8448,27.274,26.7137,26.1824,26.0814,25.9805,26.3263,30.7939,28.1574,27.2554,26.5659,26.7147,26.4749,26.789,27.684,26.2429,25.76,25.3,25.1276,24.9986,25.0756,27.0788,26.018,25.524,25.058000000000003,25.0034,24.9521,24.949
14/1/2020,60.64,59.92,60.16,60.32,71.4852,46.8667,44.7582,42.2707,44.1159,46.5343,60.2994,28.7792,27.0723,26.4474,25.9476,25.9027,25.8578,26.3444,30.2882,27.7624,26.8566,26.4265,26.2196,26.1655,26.2933,27.5448,26.369,25.8127,25.4351,24.9252,24.9536,24.766,27.0424,26.1468,25.7928,25.475,25.2434,25.043000000000006,24.7834
15/1/2020,59.7,58.26,59.67,58.39,81.0721,70.0168,69.3934,68.1579,67.9365,68.6506,74.0105,31.3115,29.1993,28.6664,28.1336,27.6007,28.0143,28.9869,32.506,30.9536,29.6165,29.4752,29.5877,28.9443,29.5692,28.64,26.7196,26.5059,26.8313,26.8617,26.565,26.9025,26.4921,24.8053,25.2508,25.7193,26.1757,26.1291,25.9986
16/1/2020,59.69,58.303,59.2,58.75,57.6012,56.1267,39.2686,29.9219,40.1005,60.2173,68.5641,26.3976,24.3244,23.7125,23.1005,22.4886,23.059,24.2108,27.0617,24.6463,23.5096,22.9929,23.4937,23.4339,24.4941,25.8884,23.9799,23.4397,23.1881,23.4819,23.2502,23.2916,25.4601,24.4005,24.2072,24.0198,23.8433,23.7458,23.562
17/1/2020,58.75,58.01,58.64,58.58,28.563,25.4745,21.7197,20.1969,19.2067,21.2483,21.2483,25.8218,22.7401,21.8722,21.0044,20.2122,20.7245,21.7491,25.8021,23.0747,22.0012,21.3447,20.4083,20.7052,21.7021,25.0314,23.5611,22.9783,22.4542,21.707,21.777,21.7763,25.2475,24.1261,23.6823,23.2385,22.8097,22.6388,22.297
21/1/2020,58.995,57.47,57.99,58.24,25.4718,23.8168,22.9539,22.8348,22.1749,21.74,21.4204,25.3106,23.5873,23.0744,22.5615,22.0485,21.9926,22.1594,25.4718,23.8168,22.9539,22.8348,22.1749,21.74,21.4204,25.3369,23.6289,23.1296,22.6306,22.1317,22.07,22.2134,25.734,24.349,24.0593,23.7698,23.4805,23.3372,23.14
22/1/2020,58.94,58.315,58.9,58.35,26.4396,24.3566,24.3303,23.6493,22.6188,22.7852,22.235,26.8409,24.3796,23.9283,23.4769,23.0256,23.0956,23.3553,26.3161,24.2711,24.1951,23.5934,22.6995,22.7448,22.413,26.7524,24.4201,23.9874,23.5549,23.1225,23.1782,23.4019,25.9953,24.8238,24.5294,24.2351,23.9408,23.8719,23.7858
23/1/2020,58.07,56.615,57.86,57.48,28.2041,25.8275,24.1565,23.8831,23.3262,22.5628,23.7002,26.5191,24.6715,24.1156,23.7204,23.3252,23.0404,23.284,27.6863,25.6017,24.1205,23.7462,23.2822,22.6332,23.5783,26.533,24.7496,24.2347,23.8847,23.5352,23.2784,23.445,26.5487,25.1984,24.8728,24.7004,24.5285,24.3748,24.1988
24/1/2020,58.14,57.455,58.09,57.73,26.3459,24.6115,23.7865,22.9246,22.4026,22.0832,22.4551,26.0662,24.1899,23.6943,23.2215,22.7486,22.5319,22.6277,26.3907,24.5318,23.7316,23.0159,22.6199,22.418000000000006,22.6419,26.0634,24.1277,23.7206,23.344,22.969,22.7855,22.8123,26.1687,24.3058,24.131,23.9967,23.8641,23.7552,23.5842
27/1/2020,55.99,55.06,55.62,55.26,30.3574,28.7413,27.4783,26.5185,25.5308,24.577,25.809,28.7249,27.3631,26.7377,26.1357,25.6204,25.105,24.5936,30.2948,28.0623,26.942,26.0066,25.066,24.8555,25.2151,28.7672,27.4467,26.8538,26.2774,25.7615,25.2456,24.6778,28.3795,27.2693,26.7717,26.2841,25.8336,25.3833,24.7705
28/1/2020,57.12,55.48,55.73,57.09,30.253,27.1498,26.153,25.2175,24.9841,23.6806,23.571,28.7622,26.4962,25.6429,25.1166,24.5903,24.064,24.0704,29.5326,26.9727,26.1136,25.3603,24.6376,24.1543,23.6826,28.6052,26.6272,25.8718,25.3878,24.9039,24.4202,24.2456,27.8837,26.5851,26.0432,25.6262,25.2093,24.7924,24.323
29/1/2020,57.52,56.85,57.52,57.19,31.1715,27.4852,26.3336,25.4668,24.9864,23.9871,24.3417,28.747,26.5835,25.8247,25.3244,24.8241,24.3475,24.1305,28.998,26.7638,26.1328,25.408,24.6762,24.3375,23.6299,28.4859,26.7094,26.0563,25.5897,25.1231,24.6789,24.4842,28.0557,26.8508,26.3459,25.919,25.4922,25.0807,24.7374
30/1/2020,56.035,55.06,55.08,55.8,32.7018,29.1933,27.5742,25.9651,25.1544,24.7286,24.7634,30.2991,27.8786,26.6683,25.8279,25.2548,24.6817,24.411,31.6914,28.2008,27.1554,25.7273,24.4884,24.0657,24.0546,29.8801,27.8577,26.8489,26.1486,25.6706,25.193,24.8178,29.1402,27.7543,27.0616,26.4705,25.9532,25.4367,24.7065
31/1/2020,55.48,53.6,55.43,53.94,35.2246,33.7125,31.8936,30.6182,29.1441,28.5015,28.6007,32.0513,30.5486,29.5673,28.5861,27.7653,27.4309,26.7623,33.5585,31.9439,30.6483,29.5263,28.2463,27.8142,27.1451,31.7643,30.2597,29.398000000000003,28.5367,27.7995,27.4373,26.713,30.6207,29.195,28.5406,27.8863,27.3159,26.9993,26.3667
3/2/2020,54.935,54.14,54.35,54.77,32.8155,30.6618,29.4896,28.2277,28.4187,27.3293,28.4407,31.0999,29.1786,28.3915,27.6045,27.1599,26.8222,26.1898,31.5165,30.1123,28.8201,28.1914,27.858,27.2181,27.3476,30.834,29.1969,28.5454,27.8943,27.3925,26.9375,26.0853,29.9484,28.7151,28.2254,27.7358,27.26,26.7886,25.8905
4/2/2020,57.635,56.9,56.92,57.52,32.7219,29.1755,28.7147,27.8562,26.9564,26.3049,25.7476,29.832,28.0733,27.4469,26.9475,26.448,26.0383,26.0313,31.5514,28.7851,27.621,27.5804,27.0605,26.6434,26.6163,29.6993,28.3095,27.6962,27.1236,26.5511,26.0743,25.9874,29.342,27.8983,27.3655,26.9277,26.4903,26.0929,25.6556
5/2/2020,58.15,57.1714,58.1,57.92,32.8899,28.511,27.3889,25.2591,24.6264,24.2927,24.2055,30.4241,28.3047,27.2756,26.2465,25.2174,24.7803,24.7841,32.0552,28.3366,27.6577,25.9349,25.1852,25.2184,25.7531,29.9901,28.2476,27.4162,26.5854,25.7555,25.3786,25.2961,29.1957,27.6339,26.9229,26.2119,25.5009,25.1377,24.9271
6/2/2020,58.28,57.275,58.27,58.02,34.2953,28.2917,26.4281,25.1934,24.8787,24.401,27.683000000000003,29.6843,27.0933,26.4639,25.8345,25.2051,24.6668,23.6935,31.3912,28.4818,27.3738,26.8086,25.4538,25.2825,24.9926,29.4674,27.8278,27.136,26.5719,25.8521,25.4566,25.0784,28.9972,27.333,26.7534,26.174,25.5946,25.2666,24.8952
7/2/2020,57.14,56.0603,57.14,56.2,32.3812,30.5652,28.8676,27.627,26.816,27.1297,28.4553,30.5167,28.9073,28.1026,27.5933,27.1477,26.7021,27.1235,31.7701,29.7247,28.789,27.8428,27.2439,26.4673,27.2429,31.1097,29.1493,28.3839,27.7307,26.9622,26.6478,25.9446,29.892,28.6137,27.9751,27.4378,26.9223,26.4069,25.8391
10/2/2020,57.05,56.34,56.44,57.02,35.1867,30.905,28.3945,27.3292,26.6979,25.9019,26.8236,30.8887,28.6005,27.7069,27.1539,26.6009,26.0479,25.6585,32.08,29.3366,28.4687,27.6978,26.9658,26.0333,25.7768,30.1151,28.0808,27.4131,27.0423,26.5632,26.2739,25.8169,29.518,28.0324,27.3975,26.909,26.4207,25.9325,25.7051
